@relation train

@attribute Document string
@attribute NumberOfNouns numeric
@attribute NumberOfVerbs numeric
@attribute NumberOfPronouns numeric
@attribute TweetLength numeric
@attribute NumberOfWords numeric
@attribute NumberOfHashTag numeric
@attribute Class {1, 0}

@data
"#CostaRica 0 #México 2 Gol de Zavala #Eliminatoria2014","8","0","0","55","9","3","0"
"http://t.co/PI0h78RM An Hour After The Earthquake A Woman Died, For A Heat Attack, A Man Who Fallen Didn't Die, Said Costa Rican President","11","4","0","138","27","0","1"
"Wal-Mart Taps a Startup for a Window Into Bangladesh Factories - Businessweek http://t.co/psuIhWfNMo #Bangladesh","10","1","0","112","17","1","1"
"It's easy to clear out a #bosti I suppose. But going after an #RMG business is too much right? Esp if owners can line your pockets! #Savar","6","7","2","138","28","3","0"
"RT @That1972Bloke: be prepared #BNE the winds are coming! It's blowing a #gale at #Maroochydore. #staysafe #bigwet","9","7","1","114","18","5","1"
"Colorado wildfires: Human remains found, containment grows http://t.co/oOVh232a","4","3","0","79","11","0","1"
"#EarthquakeDetector Alert #Alarm PGS047 NoCalibrationNeeded http://t.co/9VLwnHgw via @amazon #deal #terremoto #mexico #chile #italia #US #PR","19","2","0","140","18","9","0"
"RT @nuevaya: Dos desaparecidos al volcarse lancha por el fuerte oleaje en Bluefields tras terremoto en #Costa Rica #Nicaragua","11","0","0","125","19","2","1"
"RT @ANCALERTS: Typhoon Pablo has max. sustained winds of 120kph near the center &amp; gustiness of up to 150kph #PabloPH","11","1","0","120","20","1","1"
"RT @RT_com: BREAKING: Explosions over Russia’s Urals region, reportedly a meteor shower, sparked panic in three major cities http://t.co ...","10","2","0","142","22","0","1"
"Will we be able to catch the #supermoon tonight? #sghaze #Singapore","6","3","1","67","11","3","0"
"Fires burn at Venezuela refinery: Two tanks are still on fire at the Amuay refinery in northern Venezuela after ... http://t.co/sTfkOaCq","8","2","0","136","23","0","1"
"It’s never tough in an SUV. #SUV #toyota #thumbsup #fortuner #maring #typhoon #positive http://t.co/Si1D4ba007","11","2","1","112","18","7","1"
"RT @LMBeautyShines: Colorado Springs is FINALLY trending.  This fire is the #1 priority in the US!!! :( Please pray for our community!","8","4","0","134","21","1","1"
"RT @ELDEBATE: Tornado afecta #Navolato y #CostaRica; 4 lesionados  http://t.co/eIpJKaC5 http://t.co/EMYNPXVc","6","2","0","108","17","2","0"
"RT @NgoMai: Beautiful imageries of #Bangladesh Positive Light that combats #povertyporn: http://t.co/8Qqr9P7JuQ","6","1","0","111","15","2","0"
"Gabrielliè stata una piena millenaria Ma diamoci un taglio a queste eresie, suvvia, si pensi ad aiutare la popolazione piuttosto #sardegna","5","5","1","139","21","1","0"
"RT @Show_And_Tell_: A very easy way to donate to the people affected by the NSW bush fires xxx https://t.co/oLgmFcng6G @ShoutForGood","8","4","0","132","23","0","1"
"11th Annual Lakewood SK8 competition: LakewoodSK8, the action sports program at First Baptis... http://t.co/wySOMhch #Colorado #News #US","15","0","0","136","20","3","0"
"Ou ora basta. Me la caco. #terremoto","2","1","2","36","7","1","0"
"RT @EricaHayWood: And that's a win! 3-1 in the NLCS . Go cards! @Cardinals #stlcards  #RedOctober #CardinalNation","11","2","0","113","18","3","0"
"RT @24HorasTVN: Impactantes imágenes de destrozos tras #sismo 7,4 #Richter en #Guatemala. FOTOS: http://t.co/NJMaSxuQ","10","0","0","118","19","3","1"
"RT @jevoislafemme: .@daveyk317 @richoconnor @TenLateNews @firstdogonmoon Good grief. I bet Queenslanders are missing Anna Bligh now. #bigwet","11","3","1","140","17","1","0"
"RT @prophecydude1: Foul smell reported across Southern California :: Prophecy Dude http://t.co/4I2wQHCo via @webnode #earthquake #fb","10","1","0","132","18","2","0"
"Earthquake rattles Costa Rica, Central America: Cangrejal, Costa Rica — A powerful, magnitude-7.6 earthquake sho... http://t.co/syQpSkg0","10","1","0","138","20","0","1"
"AHORA - #Sismo de M 5.4, 248km S of Sidorukun, Indonesia http://t.co/MHlrmcMB #jishin #quake","0","0","0","92","17","3","0"
"Xavier University calls for volunteers to man the evacuation centers at XU main, Manresa and Peublo Campuses. #PabloPH #CDO","14","2","0","123","19","2","1"
"Met a woman today who escaped her town in Boulder because of the fires...her house is completely destroyed. #humbled #prayingtime","9","5","0","129","21","2","1"
"#Temblor♨ M 4.4, 1km WSW of Delianuova, Italy http://t.co/fsku8L1q #Earthquake #Sismo","9","1","0","87","15","3","0"
"Powerful earthquake reported in Costa Rica Powerful earthquake reported in Costa Rica http://t.co/n4HTkpYt","7","2","0","106","16","0","1"
"Feels great to be a Cardinals Fan!!! #CardinalNation #RedOctober #Winning @Cardinals","7","2","0","84","11","3","0"
"RT @TheStarkOne: #RussianMeteor  I think he is arrived. Just saying... http://t.co/0sTn0cDd","3","4","2","91","14","1","1"
"Rang up the town council and complained about this ;( #sghaze http://t.co/hSZjiHLhkG","5","1","1","84","14","1","0"
"No power? Save mobile phone battery: turn off background apps http://t.co/IUyKqkg8  #bigwet #qldfloods #nswfloods","10","3","0","113","17","3","1"
"La agrupación guatemalteca el @Tambordlatribu anunció presentaciones en Estados Unidos y México #Guatemala","7","1","1","109","15","1","0"
"Weekend of horrible tragic news! Heartbreaking ? #Clutha #RIPPaulWalker x","7","0","0","76","9","2","1"
"Bangladesh factory collapse death toll hits 1,021  http://t.co/PDLopG9ThX","6","1","0","73","12","0","1"
"Давай к нам, Ростов ждет))) #Метеорит #челябинск #chelly RT @meteor_v_taige: Сегодня я упал.","0","0","0","140","3","3","0"
"TIL Burning Mountain in Australia is the site of a coal fire which has been burning for 6,000 years. http://t.co/pVVQB9sWfN","8","5","0","123","24","0","0"
"@robkiddaus the upside to an all nighter is no 4am alarm clock! #bigwet #zinccq #Gladstone #allnightlong","11","3","0","104","16","4","0"
"No Evey. Australia is being 'attacked' by floods, not slugs.","4","3","0","60","10","0","0"
"Visit=&gt;http://t.co/CbecmqI2y4  AND★RT★IF★YOU★WANT★FOLLOWERS★#boulderflood,#BestRapper,#initialsofsomeonespecial,#cowx http://t.co/iLZ0Tr5P8G","11","2","1","155","20","0","0"
"RT @theunicornland: Ох уж эти иностранные шуточки. @thejaychild God playing angry birds #russianmeteor http://t.co/wUm63SCk","0","0","0","148","12","1","0"
"Australians injured in Antarctic helicopter crash return to Hobart - Yahoo!7 News http://t.co/r1lvDXYrzw #Hobart","9","1","0","112","17","1","0"
"Concorso di idee riservato alle scuole del Marghine: Raccontiamo i segni identitari del Marghine: Il... http://t.co/lcCG5VhnrN #sardegna","8","3","0","136","20","1","0"
"Heavy machinery blamed for Bangladesh collapse: Early results of an inquiry into the Dhaka collapse that kille... http://t.co/Zu0XfmNT6H","8","1","0","136","21","0","1"
"RT @iamcheche25: @keancipriano Please help! #65 Manhattan Cor Paris St. Provident. Lola is bedridden :( Leopoldo Viola-09332867387 #rescuePH","10","2","0","140","18","2","1"
"#sghaze yay im touching the clouds!! *acting dumb*","2","4","1","50","8","1","1"
"#amuay Lol mother i believe this truly is you http://t.co/bEoPkq0u","1","2","2","66","13","1","0"
"RT @govph: Government action on the Southwest Monsoon August 7, 2012: http://t.co/jOpNYNcB  #PHalerts #rescuePH","11","0","0","111","17","2","0"
"Para los que no han visto el vídeo de Amelia Rueda en el #temblorCR http://t.co/jEp3i7ne","5","1","1","89","19","1","1"
"Sad news about the helicopter crash in Glasgow....","4","0","0","50","8","0","1"
"Only in Glasgow would someone involved in a huge accident like #clutha say 'the band brought the house down', brilliant! @BBCNews #bbcnews","9","5","0","138","22","2","1"
"RT @AlexChesser: Three big days ahead for firefighters. Help us by planning ahead &amp; knowing what you will do if threatend by #nswfires http…","7","6","2","146","24","1","1"
"RT @TelegraphWorld: Bangladesh: UK rescue aid rejected after Dhaka factory collapse http://t.co/nOA6RnDRXQ","9","1","0","106","15","0","1"
"Tagal magsuspend. Di po kami Waterproof.  #CollegeLife #TyphoonYolanda #SuperTyphoon #Azar http://t.co/uWA7eUQnFH","11","1","0","113","14","4","0"
"CNN news Tsunami alert as 7.6 quake strikes off Costa Rica: A tsunami alert is issued for Central America after ... http://t.co/2HehvYYZ","12","3","0","136","25","0","1"
"This is what's been happening at home RT @the_daily: Latest Sunshine Coast wild weather photos: http://t.co/98efeGKF #bigwet","11","4","0","124","21","1","1"
"With all that has happened to Colorado Springs in the past week Touch of Shade feels obligated too give back to... http://t.co/uJJuddfB","6","5","0","135","25","0","1"
"RT @ANCALERTS: Soliman: Two DSWD staff sustained major injuries in Leyte helicopter crash.","9","1","0","90","13","0","0"
"Due to Colorado wildfires, the trip is cancelled. So instead we will be driving through Nevada, and going to California.","5","6","1","120","20","0","1"
"#me #beach #sky #tiraya #falcon #beauty #beautiful #cute #bored #aremac #effect #teen #ig  @ Tiraya - Falcon http://t.co/hGHcyit4","17","0","1","129","19","13","0"
"RT @USGandE: In the spirit of GIVING, we continue to help those in the #Philippines and are donating $10 on your behalf. JOIN US! http://t.…","7","5","1","142","26","1","1"
"RT @EJerezESPN: Me dicen que el temblor también se sintió en Guatemala y Honduras. #Solidaridad con todos.","6","2","4","108","18","1","1"
"#bdnews #bangladesh Fierce cyclone pounds Bangladesh: Chittagong - A cyclone ripped into the Bangladeshi coast... http://t.co/59ah7Eh6Eu","11","2","0","136","18","2","0"
"Al menos 48 muertos por fuerte sismo en Guatemala: El gobierno de Guatemala declaró la alerta roja tras el sismo... http://t.co/0ZUApj2q","7","2","0","137","24","0","1"
"GO=&gt;http://t.co/pFDkyfriYe #BestRapper,#boulderflood,#sharewhatsgood,#TomQandA,#initialsofso http://t.co/YzK1f8vPE2","1","3","0","118","15","1","0"
"Josh McCown came to play!!! #helicopter #MNF","4","2","0","44","7","2","0"
"#rescueph Oooh so why do I really like you and so? Take me far beyond creative imagination!!! http://t.co/T5jZgJP9","5","3","3","114","21","1","0"
"Sheer genius, satire on the flood of patriotic nonsense put out for Australia Day.  Watch and laugh! http://t.co/XbhZLpd8","7","2","0","121","21","0","0"
"I arrived home in Darwin yesterday after driving 4 days from Sydney via Brisbane. Good timing I must say. #bigwet","8","4","2","113","20","1","0"
"Assunto da manhã. #SantaMaria ..","4","0","0","33","4","1","0"
"Photo of the Colorado wildfire from space (via @NASA) http://t.co/AWCRkwr2 #HighParkFire #FortCollins #Highpark #Lemay via @michaelhayes","13","0","0","136","19","4","1"
"RT @Ronc99: #RussianMeteor: Is @SarahPalinUSA's porch okay??? #P2 #CTL #UniteBlue #GOP #tcot #TeaParty","11","1","0","102","14","7","0"
"I'll just keep putting off my homework and they'll keep canceling school, right? #procrastination #COflood","6","6","2","106","17","2","0"
"Colorado floods shut down hundreds of oil and gas wells; recovery will take time: Colorado's oil and... http://t.co/HivwsVtrc8 #Oil #BRK","14","3","0","136","24","2","1"
"#Bangladesh arrests top Islamist leader on war crimes charges http://t.co/JuI3ymOVzq via @reuters","7","2","0","97","15","1","0"
"Overheard: yesterday in australia: fuck we are burning to the ground today in australia: cool flooding and... http://t.co/sY3hZYdb","9","2","1","130","21","0","1"
"RT @squerit_ita: @martamacbeal @martamacbeal @segnaliamoilraz i vostri tweet sul #Bangladesh sono stati citati qui http://t.co/wWc5hTczt8","5","3","0","137","18","1","0"
"@Sam_Southgate @peterjsouthgate #northpole2015 #Pablo's40th you in??","2","2","1","68","7","2","0"
"That Russian meteor video was the fastest ever to top 100m video views. http://t.co/SN9VA57A","5","3","0","92","17","0","0"
"The Red Cross is sending one of its Texas leaders to Colorado. How they're helping in the midst of devastating wildfires on #KVUEMidday","8","4","1","135","24","1","1"
"RT @TIME: Fast, cheap, dead: Shopping and the Bangladesh factory collapse | http://t.co/ZCotYimBPQ","7","1","0","98","15","0","1"
"1907-S ONE PESO US PHILIPPINES SILVER COIN FINE DETAILS CONDITION http://t.co/QveArp8InG #philippines #filipina","11","2","0","111","17","2","0"
"RT @nafisa_buet: #MahmudurRahman helped create a fake #BangladeshiCrisis instigating #Fanaticism in usually peaceful #Bangladesh","7","3","0","128","14","4","0"
"NEW  F O L L O W E R S=&gt;http://t.co/0CJzDlNh5b   ✔#boulderflood,#BestRapper,#initialsofsomeonespecial,#cowx,#RedEye,S http://t.co/81QZvCKE5c","11","1","0","145","25","0","0"
"RT @openstreetmapes: Ayuda y echa una mano indicando edificios y carreteras en #Filipinas en #OpenStreetMap http://t.co/KsXR0JoM6J #Yolanda…","12","2","0","142","20","3","0"
"#TopStories:  Strong quake off Guatemala kills 8, felt in Mexico City - Reuters http://t.co/a6keYjdo #MixAlotDjz","7","2","0","112","17","2","1"
"RT @GhostRiderRadio: Report: Six US Soldiers Die in #Afghanistan Black Hawk Helicopter Crash http://t.co/EasP5v9WmH #Government #Military #…","14","1","0","142","19","4","0"
"RT @rqskye: #Offer El Paso County Bar offering legal help #Time Sat July 14th 10am-Noon #Loc Citadel Mall #Src @Oh_Fender #WaldoFire","18","2","0","132","22","5","0"
"Marabina, los rumores logran ese efecto. No te dejes vencer!! @MarabinaSoy  Ya ni sabe uno q pensar q decepcionada estoy con todo :( #amuay","4","4","4","139","23","1","0"
"RT @ae__ry: rusia is hit by meteor n our respective country for IB is rusia,,dear team girls,,i think we got an issue now #RussianMeteor","9","5","1","136","26","1","0"
"RT @SavetheChildren: Alert! @SavetheChildren responding to the #quake in #China. You can donate to help us respond: http://t.co/tlV1Cwsr ...","6","5","2","140","21","2","0"
"RT @danielecina: Se ho infastidito qualcuno con i tweet sulla #sardegna, me ne dispiaccio, ma a volte bisogna rendere utile anche Twitter.","6","5","3","138","22","1","0"
"RT @CBS4Tim: Colorado broadcasters planning a telethon for #COflood victims this week. More details to be released later today.","10","3","0","127","19","1","1"
"METEOR ALERT: Debris from the Russian meteor made this  hole in Lake http://t.co/9pR8XJ8x (via @RT_com Read more: http://t.co/CzXiJ091)”","7","2","0","138","24","0","1"
"#Earthquake M 1.9, Central California http://t.co/V75DW5dc","4","1","0","58","10","1","0"
"#Bangladesh: Marchas por el #DíaDelTrabajador. con furia exigen ejecución de jefes de la fabrica que se desplomó http://t.co/t7bJJOQ53F","9","2","2","138","23","2","0"
"@tiempomaracay Colabora con PUNTO FIJO #Amuay pasa la info por Wa,Pin,Tweet- #CENTROdeACOPIO frente al Centro Medico Mcy Hoy de 4-8 pm","17","2","0","134","24","2","0"
"RT @HuffingtonPost: Massive Colo. wildfire 50 percent contained, but still growing #HighParkFire  http://t.co/OOCVLbIC","7","2","0","118","16","1","1"
"@29KeithMordeno - im a receiver of relief goods; for the first time. #stranded #MaringPH http://t.co/a0hi73DKEo","6","2","1","111","17","2","1"
"RT @latercera: Terremoto de 7,9 grados Richter azota Costa Rica y Shoa transmite alerta de tsunami preventiva para costas chilenas http: ...","8","4","0","140","22","0","1"
"#Mexico gana 2-0 sobre #CostaRica. Un partido muy brusco pero #Mexico con la victoria. Ahora hasta el Martes.","9","1","0","109","19","3","0"
"#метеорит in Russia","0","0","0","27","2","1","0"
"RT @ibnlive: Canadian company to compensate Bangladesh building collapse victims http://t.co/PEOsYegskJ #Bangladesh","9","1","0","115","15","1","1"
"#AriseNews NOW on http://t.co/H2qZT1MCQJ #Bangladesh #Nigeria #SouthAfrica Syria #Pakistan #Malaysia #Italy #Kenya #US #UK #Eritrea","18","0","0","131","18","11","0"
"¿quien para jugador del partido del  #CostaRica 0-2 #Mexico ? a)salcido b)zavala c)peralta","7","0","1","91","16","2","0"
"@Fido_Dildo RT @verge We've updated with more video and information on the Russian meteor explosion http://t.co/D3co4dTM","6","4","1","120","20","0","1"
"#noticias Maquinista de tren descarrilado en España queda en libertad condicional: El maquinista Franci... http://t.co/iRBaEfCTby #sibci","8","2","0","137","20","2","1"
"http://t.co/SAiXYtXb  #meteor ! This made me laugh so much- because it actually had a girl underneath it","2","3","3","104","19","1","0"
"#Colorado #Jobs Pay Telephonic Case Manager, RN - Kidney Resource Services at UnitedHealth Group (Denver, CO)  http://t.co/kKhogIkF","13","1","0","131","19","2","0"
"http://t.co/yteIQqfCfJ … … #SaveBali from #LadyHitlar´s evil eyes @camanpour @AlJazeera @BBCPolitics #SaveBangladesh #bangladesh","10","0","0","133","15","4","0"
"Al menos 80 muertos por lluvias e inundaciones en Pakistán http://t.co/jj0BVgGh  #costarica","5","1","0","92","16","1","0"
